org_mnemonic,fan_id,action_date,uphoria_page,uphoria_widget
RICE,879c3b9f-b2ca-4304-9247-da4494a6436a,2021-09-22,Splash Page,
RICE,7125ae04-b9e7-4570-8fa2-f63eeee2c26b,2021-09-22,Splash Page,
RICE,9a776ef9-6db2-4843-82f1-f30164b9256a,2021-09-22,Splash Page,
RICE,c86bb930-5eb9-419a-9aa2-7210d717e458,2021-09-22,Splash Page,
RICE,b39ff428-04a6-4026-b625-7b4286d426bf,2021-09-22,Splash Page,
RICE,80756452-14c7-4a60-ae14-98ec3bc4ac96,2021-09-22,Splash Page,
RICE,98f2344c-c902-425d-9fe1-d7626561d7bd,2021-09-22,Splash Page,
RICE,6f2b355f-31db-4ff3-9966-b9730957c53c,2021-09-22,Splash Page,
RICE,bba95803-b159-446a-8000-f056220247ec,2021-09-24,Generic Page GENERIC_PAGE_2,IMAGE_WIDGET
RICE,ea330b7c-df40-4d09-905d-38b232218368,2021-09-24,Tickets,IMAGE_WIDGET
RICE,64a2d048-7870-41f5-9eaf-bddfc9df0787,2021-09-24,Tickets,IMAGE_WIDGET
RICE,db502d08-a7c3-4508-9fe0-9412d06885cf,2021-09-24,More,IMAGE_WIDGET
RICE,db502d08-a7c3-4508-9fe0-9412d06885cf,2021-09-24,Tickets,IMAGE_WIDGET
RICE,edaf35fc-e376-46ce-8015-74f24fe6de35,2021-09-24,Generic Page GENERIC_PAGE_2,IMAGE_WIDGET
RICE,fcf50131-6fb8-426e-8d15-0430dec72f79,2021-09-24,Splash Page,
RICE,319bd840-8c41-447c-a5f0-2fa0f0ce746c,2021-09-24,Splash Page,
RICE,db502d08-a7c3-4508-9fe0-9412d06885cf,2021-09-24,Splash Page,
RICE,35281188-bfbf-4b55-b94e-4688888b5aa8,2021-09-24,Splash Page,
RICE,ea330b7c-df40-4d09-905d-38b232218368,2021-09-24,Splash Page,
RICE,bfabb082-e42c-4e3b-8a33-c04b7cb0c546,2021-09-24,Splash Page,
RICE,bba95803-b159-446a-8000-f056220247ec,2021-09-24,Splash Page,
RICE,bb5f6510-4f0b-471e-91cb-537424328450,2021-09-24,Splash Page,
RICE,6ec1e1a1-cad1-4274-939f-f58d60282db9,2021-09-24,Splash Page,
RICE,dd501104-2828-4658-8f3a-ffc51f066f0f,2021-09-24,Splash Page,
RICE,9a776ef9-6db2-4843-82f1-f30164b9256a,2021-09-24,Splash Page,
RICE,363024d7-36d3-4d90-8a54-86e26f0fa204,2021-09-24,Splash Page,
RICE,0bfb7cc4-dbab-4fa8-a1d4-de30963c6332,2021-09-24,Splash Page,
RICE,db502d08-a7c3-4508-9fe0-9412d06885cf,2021-09-24,Communication,IMAGE_WIDGET
RICE,6b421827-91cd-4e8d-9e7e-0e64174cb6d9,2021-09-24,Tickets,IMAGE_WIDGET
RICE,a193c365-6fcb-4337-ae93-d80c26923e3c,2021-09-22,Splash Page,
RICE,1aec59bd-f86b-4947-bad3-3e5ce58dbbb0,2021-09-25,Splash Page,
RICE,7125ae04-b9e7-4570-8fa2-f63eeee2c26b,2021-09-25,Splash Page,
RICE,00a71e34-149a-44fa-951c-e2f33239547e,2021-09-25,Splash Page,
RICE,a193c365-6fcb-4337-ae93-d80c26923e3c,2021-09-25,Splash Page,
RICE,d8113257-b9cf-4b3b-bb8e-a4facb8ac096,2021-09-25,Tickets,IMAGE_WIDGET
RICE,d4cb8ee5-4e36-43ef-9726-78ff1a1f0b6b,2021-09-25,Home,IMAGE_WIDGET
RICE,a4e027ec-a145-48af-8137-a514f2eae394,2021-09-25,Splash Page,
RICE,3070610f-ba21-4696-8fb8-601a5d3de70a,2021-09-25,Splash Page,
RICE,0358e572-72b5-4109-a0b8-95b405e4d0fd,2021-09-25,Splash Page,
RICE,0ee4dba5-877f-49cd-8b5c-d35f5af1e223,2021-09-25,Splash Page,
RICE,41188cf5-0113-4d9b-a799-96fedfa79b21,2021-09-25,Splash Page,
RICE,7bef9ceb-7510-40fb-b246-f081bf3bf01a,2021-09-25,Splash Page,
RICE,c3e2e941-0fa3-4d46-a71a-99ce918a209f,2021-09-25,Splash Page,
RICE,98f5fc61-1f1f-4192-910a-fccded562a4c,2021-09-25,Splash Page,
RICE,4920a35a-6b00-4da9-91f8-37b14b12c95b,2021-09-25,Splash Page,
RICE,9d1f300f-83e3-4f06-bd07-828a64b9697a,2021-09-25,Splash Page,
RICE,d8113257-b9cf-4b3b-bb8e-a4facb8ac096,2021-09-25,Splash Page,
RICE,f39c14d2-cfe5-4fd1-8e9c-52de28126321,2021-09-25,Splash Page,
RICE,64a2d048-7870-41f5-9eaf-bddfc9df0787,2021-09-25,Splash Page,
RICE,bfabb082-e42c-4e3b-8a33-c04b7cb0c546,2021-09-25,Splash Page,
RICE,fcf50131-6fb8-426e-8d15-0430dec72f79,2021-09-25,Splash Page,
RICE,542f9294-92d2-40b2-8e37-4279d3629561,2021-09-25,Splash Page,
RICE,c3010eff-b538-47aa-a7b1-9ccf9ee6eaea,2021-09-25,Splash Page,
RICE,6b421827-91cd-4e8d-9e7e-0e64174cb6d9,2021-09-25,Splash Page,
RICE,62e4e287-68bf-4839-bd97-1f9c36f58c39,2021-09-25,UPHORIA_PROFILE,IMAGE_WIDGET
RICE,8a8ce060-8607-44b8-ab3d-632ab39fa300,2021-09-25,Splash Page,
RICE,bb5f6510-4f0b-471e-91cb-537424328450,2021-09-25,Splash Page,
RICE,84ab7322-d6b6-4376-9339-82086f613427,2021-09-25,Splash Page,
RICE,ad305f50-4604-4a5a-9126-fbc66f34377e,2021-09-25,Splash Page,
RICE,bafc1a7d-c2ee-4805-9d58-a92fe37d8bea,2021-09-25,Splash Page,
RICE,fce863b9-489f-44d7-8b70-727024ad60da,2021-09-25,Splash Page,
RICE,d178ed74-9ac4-473d-bf10-b47551749761,2021-09-25,Splash Page,
RICE,3406346e-ddab-4056-95ec-9742a1d87d52,2021-09-25,Splash Page,
RICE,9027718e-467e-4436-a59d-bc57b0e3e6e2,2021-09-25,Splash Page,
RICE,3c332490-4ba2-4761-9323-581791479c0f,2021-09-25,Splash Page,
RICE,84bb939a-9b8e-4280-bac4-d466264bdcce,2021-09-25,Splash Page,
RICE,d4cb8ee5-4e36-43ef-9726-78ff1a1f0b6b,2021-09-25,Splash Page,
RICE,d3b6808e-aecb-4971-b200-a97e7ec09779,2021-09-25,Splash Page,
RICE,62e4e287-68bf-4839-bd97-1f9c36f58c39,2021-09-25,Splash Page,
RICE,ad9805b9-8b63-4ce8-87e7-4d0e7fa0d994,2021-09-25,Splash Page,
RICE,edaf35fc-e376-46ce-8015-74f24fe6de35,2021-09-25,Splash Page,
RICE,b2935c82-f4c9-4ac3-83ef-91c3ca14454b,2021-09-25,Splash Page,
RICE,dedeb3de-b034-4d9d-ab75-14c5f1fcc012,2021-09-25,Splash Page,
RICE,d8113257-b9cf-4b3b-bb8e-a4facb8ac096,2021-09-25,Tickets,IMAGE_WIDGET
RICE,62e4e287-68bf-4839-bd97-1f9c36f58c39,2021-09-25,Tickets,IMAGE_WIDGET
RICE,0358e572-72b5-4109-a0b8-95b405e4d0fd,2021-09-25,Tickets,IMAGE_WIDGET
RICE,84bb939a-9b8e-4280-bac4-d466264bdcce,2021-09-25,Tickets,IMAGE_WIDGET
RICE,a4e027ec-a145-48af-8137-a514f2eae394,2021-09-25,Tickets,IMAGE_WIDGET
RICE,d8113257-b9cf-4b3b-bb8e-a4facb8ac096,2021-09-25,Event Detail,IMAGE_WIDGET
RICE,edaf35fc-e376-46ce-8015-74f24fe6de35,2021-09-26,Splash Page,
RICE,dec22c5d-f426-43cd-9488-e0672281a852,2021-09-26,Splash Page,
RICE,363024d7-36d3-4d90-8a54-86e26f0fa204,2021-09-26,Splash Page,
RICE,f39c14d2-cfe5-4fd1-8e9c-52de28126321,2021-09-26,Generic Page GENERIC_PAGE_2,IMAGE_WIDGET
RICE,ca02244f-b141-4d80-9b37-56fe048bfd20,2021-09-26,Splash Page,
RICE,faaeae07-ba2d-4fbf-a478-30c8b7639cfc,2021-09-28,Splash Page,
RICE,ea330b7c-df40-4d09-905d-38b232218368,2021-09-28,Splash Page,
RICE,ca02244f-b141-4d80-9b37-56fe048bfd20,2021-09-28,Splash Page,
RICE,e00a6c6f-ea93-4960-886d-a2d1fa5143ff,2021-09-28,Splash Page,
RICE,2a71478c-29aa-4a5c-b86c-676bd97c7dbb,2021-09-28,Splash Page,
RICE,be006205-b21e-4f8f-b7d2-b2a086b92eab,2021-09-07,Splash Page,
RICE,be006205-b21e-4f8f-b7d2-b2a086b92eab,2021-09-07,Tickets,IMAGE_WIDGET
RICE,98f2344c-c902-425d-9fe1-d7626561d7bd,2021-09-22,Tickets,IMAGE_WIDGET
RICE,9027718e-467e-4436-a59d-bc57b0e3e6e2,2021-09-22,Brand Page,IMAGE_WIDGET
RICE,1aec59bd-f86b-4947-bad3-3e5ce58dbbb0,2021-09-22,More,IMAGE_WIDGET
RICE,b2935c82-f4c9-4ac3-83ef-91c3ca14454b,2021-09-22,Tickets,IMAGE_WIDGET
RICE,a4e027ec-a145-48af-8137-a514f2eae394,2021-09-22,Tickets,IMAGE_WIDGET
RICE,6d923cf9-bcff-4574-8cf4-ab9aa3e21731,2021-09-22,Tickets,IMAGE_WIDGET
RICE,fcf50131-6fb8-426e-8d15-0430dec72f79,2021-09-22,Splash Page,
RICE,1828fd9e-1940-4dae-9a7d-471af2746195,2021-09-22,Splash Page,
RICE,f39c14d2-cfe5-4fd1-8e9c-52de28126321,2021-09-22,Splash Page,
RICE,9027718e-467e-4436-a59d-bc57b0e3e6e2,2021-09-22,Tickets,IMAGE_WIDGET
RICE,1aec59bd-f86b-4947-bad3-3e5ce58dbbb0,2021-09-22,Brand Page,IMAGE_WIDGET
RICE,1aec59bd-f86b-4947-bad3-3e5ce58dbbb0,2021-09-22,Tickets,IMAGE_WIDGET
RICE,d3b6808e-aecb-4971-b200-a97e7ec09779,2021-09-22,Splash Page,
RICE,ca0622a6-e965-449b-8690-c3d7eb1a3afa,2021-09-22,Splash Page,
RICE,542f9294-92d2-40b2-8e37-4279d3629561,2021-09-22,Splash Page,
RICE,af899a73-c511-470f-adf4-21b06a5b855d,2021-09-22,Splash Page,
RICE,84ab7322-d6b6-4376-9339-82086f613427,2021-09-22,Splash Page,
RICE,a6f800fe-8ec3-4edd-b7c0-1a0a9d5e2d46,2021-09-22,Splash Page,
RICE,4b4545e1-d8da-4c2a-a9cd-f46d958c3929,2021-09-23,Splash Page,
RICE,6ec1e1a1-cad1-4274-939f-f58d60282db9,2021-09-23,Splash Page,
RICE,6f2b355f-31db-4ff3-9966-b9730957c53c,2021-09-23,Splash Page,
RICE,319bd840-8c41-447c-a5f0-2fa0f0ce746c,2021-09-23,Splash Page,
RICE,8a8ce060-8607-44b8-ab3d-632ab39fa300,2021-09-23,Splash Page,
RICE,bafc1a7d-c2ee-4805-9d58-a92fe37d8bea,2021-09-23,Splash Page,
RICE,0bfb7cc4-dbab-4fa8-a1d4-de30963c6332,2021-09-23,Splash Page,
RICE,eb4e57db-d702-40aa-bf68-91f2737bebcd,2021-09-23,Splash Page,
RICE,b39ff428-04a6-4026-b625-7b4286d426bf,2021-09-23,Splash Page,
RICE,ffb0677f-0629-48ee-a7b7-367b8f138bb3,2021-09-23,Splash Page,
RICE,98f5fc61-1f1f-4192-910a-fccded562a4c,2021-09-23,Splash Page,
RICE,c4e014d4-d070-4f65-bccf-880ad0dcf8e5,2021-09-23,Splash Page,
RICE,f39c14d2-cfe5-4fd1-8e9c-52de28126321,2021-09-23,Splash Page,
RICE,bba95803-b159-446a-8000-f056220247ec,2021-09-23,Splash Page,
RICE,ca02244f-b141-4d80-9b37-56fe048bfd20,2021-09-23,Splash Page,
RICE,b540a3f5-94e4-4068-a744-bfc5ce83881b,2021-09-21,Tickets,IMAGE_WIDGET
RICE,790628ac-1a24-4ea5-937d-1119d0bdb695,2021-09-21,Tickets,IMAGE_WIDGET
RICE,f39c14d2-cfe5-4fd1-8e9c-52de28126321,2021-09-21,Tickets,IMAGE_WIDGET
RICE,c3010eff-b538-47aa-a7b1-9ccf9ee6eaea,2021-09-21,Splash Page,
RICE,6ec1e1a1-cad1-4274-939f-f58d60282db9,2021-09-21,Splash Page,
RICE,97f22da4-42ba-45b7-af91-09a6f5478a52,2021-09-21,Splash Page,
RICE,ce4c6df4-d673-4947-a7e1-dfcaaf1d15d3,2021-09-21,Splash Page,
RICE,f39c14d2-cfe5-4fd1-8e9c-52de28126321,2021-09-21,Splash Page,
RICE,9a776ef9-6db2-4843-82f1-f30164b9256a,2021-09-21,Splash Page,
RICE,7125ae04-b9e7-4570-8fa2-f63eeee2c26b,2021-09-21,Splash Page,
RICE,fcf50131-6fb8-426e-8d15-0430dec72f79,2021-09-21,Splash Page,
RICE,790628ac-1a24-4ea5-937d-1119d0bdb695,2021-09-21,Splash Page,
RICE,2a71478c-29aa-4a5c-b86c-676bd97c7dbb,2021-09-21,Splash Page,
RICE,1aec59bd-f86b-4947-bad3-3e5ce58dbbb0,2021-09-21,Splash Page,
RICE,47cb0bbd-aab7-46e9-a16d-32e83d38807d,2021-09-21,Splash Page,
RICE,0bfb7cc4-dbab-4fa8-a1d4-de30963c6332,2021-09-21,Splash Page,
RICE,b540a3f5-94e4-4068-a744-bfc5ce83881b,2021-09-21,Splash Page,
RICE,879c3b9f-b2ca-4304-9247-da4494a6436a,2021-09-21,Splash Page,
RICE,ca0622a6-e965-449b-8690-c3d7eb1a3afa,2021-09-21,Splash Page,
RICE,ca02244f-b141-4d80-9b37-56fe048bfd20,2021-09-21,Splash Page,
RICE,bafc1a7d-c2ee-4805-9d58-a92fe37d8bea,2021-09-21,Splash Page,
RICE,1c1ee3d8-26e8-4a52-8aaa-e6472edb61ce,2021-09-21,Splash Page,
RICE,b2935c82-f4c9-4ac3-83ef-91c3ca14454b,2021-09-28,Splash Page,
RICE,bafc1a7d-c2ee-4805-9d58-a92fe37d8bea,2021-09-28,Splash Page,
RICE,b2935c82-f4c9-4ac3-83ef-91c3ca14454b,2021-09-28,Tickets,IMAGE_WIDGET
RICE,2da4d503-27bc-427c-87a5-6d8b46028cad,2021-09-25,Splash Page,
RICE,d3b6808e-aecb-4971-b200-a97e7ec09779,2021-10-01,Tickets,IMAGE_WIDGET
RICE,d3b6808e-aecb-4971-b200-a97e7ec09779,2021-10-01,Tickets,IMAGE_WIDGET
RICE,1c1ee3d8-26e8-4a52-8aaa-e6472edb61ce,2021-10-01,Splash Page,
RICE,00a71e34-149a-44fa-951c-e2f33239547e,2021-10-01,Splash Page,
RICE,80756452-14c7-4a60-ae14-98ec3bc4ac96,2021-10-01,Splash Page,
RICE,b39ff428-04a6-4026-b625-7b4286d426bf,2021-10-01,Splash Page,
RICE,80849cc9-2a35-4e89-87c7-65961fdc4baf,2021-10-04,Splash Page,
RICE,787e3c51-a0db-40b8-a8c0-656b044ac7fb,2021-10-04,Splash Page,
RICE,84ae2b61-46c7-4715-9cb3-61f8447f1c0d,2021-10-04,Splash Page,
RICE,ca02244f-b141-4d80-9b37-56fe048bfd20,2021-10-04,Splash Page,
RICE,47cb0bbd-aab7-46e9-a16d-32e83d38807d,2021-10-04,Splash Page,
RICE,bafc1a7d-c2ee-4805-9d58-a92fe37d8bea,2021-10-04,Splash Page,
RICE,6f2b355f-31db-4ff3-9966-b9730957c53c,2021-10-05,Splash Page,
RICE,f39c14d2-cfe5-4fd1-8e9c-52de28126321,2021-09-29,Tickets,IMAGE_WIDGET
RICE,bba95803-b159-446a-8000-f056220247ec,2021-09-29,Splash Page,
RICE,f39c14d2-cfe5-4fd1-8e9c-52de28126321,2021-09-29,Splash Page,
RICE,ca02244f-b141-4d80-9b37-56fe048bfd20,2021-09-29,Splash Page,
RICE,2a71478c-29aa-4a5c-b86c-676bd97c7dbb,2021-09-29,Splash Page,
RICE,879c3b9f-b2ca-4304-9247-da4494a6436a,2021-09-29,Splash Page,
RICE,bafc1a7d-c2ee-4805-9d58-a92fe37d8bea,2021-09-29,Splash Page,
RICE,0bfb7cc4-dbab-4fa8-a1d4-de30963c6332,2021-09-28,Splash Page,
RICE,2c22885b-2836-4c7d-999e-a9ee64a266f0,2021-09-28,Splash Page,
RICE,c86bb930-5eb9-419a-9aa2-7210d717e458,2021-09-28,Splash Page,
RICE,97f22da4-42ba-45b7-af91-09a6f5478a52,2021-09-28,Splash Page,
RICE,d178ed74-9ac4-473d-bf10-b47551749761,2021-09-28,Splash Page,
RICE,46a98496-cb7a-4926-a510-38dbed8b6635,2021-09-28,Splash Page,
RICE,bba95803-b159-446a-8000-f056220247ec,2021-09-29,Tickets,IMAGE_WIDGET
RICE,9d1f300f-83e3-4f06-bd07-828a64b9697a,2021-09-29,Splash Page,
RICE,c86bb930-5eb9-419a-9aa2-7210d717e458,2021-09-29,Splash Page,
RICE,d178ed74-9ac4-473d-bf10-b47551749761,2021-09-29,Splash Page,
RICE,50c7beeb-fd52-4df8-9193-18b364accde3,2021-09-29,Splash Page,
RICE,0bfb7cc4-dbab-4fa8-a1d4-de30963c6332,2021-09-29,Splash Page,
RICE,ca0622a6-e965-449b-8690-c3d7eb1a3afa,2021-09-29,Splash Page,
RICE,bb5f6510-4f0b-471e-91cb-537424328450,2021-09-29,Splash Page,
RICE,46a98496-cb7a-4926-a510-38dbed8b6635,2021-09-29,Splash Page,
RICE,a091d863-7411-42a0-8a6d-8ae15c6d8635,2021-09-29,Splash Page,
RICE,363024d7-36d3-4d90-8a54-86e26f0fa204,2021-09-29,Splash Page,
RICE,65844c44-cedc-45ed-99bf-83e39057c5ce,2021-09-29,Splash Page,
RICE,55a3387e-e1be-4550-a01f-78212d393c96,2021-10-01,Splash Page,
RICE,3070610f-ba21-4696-8fb8-601a5d3de70a,2021-10-01,Splash Page,
RICE,a193c365-6fcb-4337-ae93-d80c26923e3c,2021-10-01,Splash Page,
RICE,8a8ce060-8607-44b8-ab3d-632ab39fa300,2021-10-01,Splash Page,
RICE,97f22da4-42ba-45b7-af91-09a6f5478a52,2021-10-01,Splash Page,
RICE,6ec1e1a1-cad1-4274-939f-f58d60282db9,2021-10-01,Splash Page,
RICE,bb5f6510-4f0b-471e-91cb-537424328450,2021-10-01,Splash Page,
RICE,ad305f50-4604-4a5a-9126-fbc66f34377e,2021-10-01,Splash Page,
RICE,fce863b9-489f-44d7-8b70-727024ad60da,2021-10-01,Splash Page,
RICE,3070610f-ba21-4696-8fb8-601a5d3de70a,2021-10-01,Tickets,IMAGE_WIDGET
RICE,7e4432a7-4be5-44c3-8a32-5e5f8db38a8f,2021-10-01,Splash Page,
RICE,47cb0bbd-aab7-46e9-a16d-32e83d38807d,2021-10-01,Splash Page,
RICE,d3b6808e-aecb-4971-b200-a97e7ec09779,2021-10-01,Splash Page,
RICE,00592f7c-30ce-41cd-b7bf-2293351d7e22,2021-10-01,Splash Page,
RICE,2c22885b-2836-4c7d-999e-a9ee64a266f0,2021-10-01,Splash Page,
RICE,ca02244f-b141-4d80-9b37-56fe048bfd20,2021-10-01,Splash Page,
RICE,790628ac-1a24-4ea5-937d-1119d0bdb695,2021-10-01,Splash Page,
RICE,4b4545e1-d8da-4c2a-a9cd-f46d958c3929,2021-10-01,Splash Page,
RICE,0bfb7cc4-dbab-4fa8-a1d4-de30963c6332,2021-10-01,Splash Page,
RICE,ffb0677f-0629-48ee-a7b7-367b8f138bb3,2021-10-01,Splash Page,
RICE,3406346e-ddab-4056-95ec-9742a1d87d52,2021-10-01,Splash Page,
RICE,a9a7c4ac-f676-4a65-97b1-dd4380e95705,2021-10-01,Splash Page,
RICE,2c37f08d-f46f-48c4-91f9-e68d74f4534f,2021-10-02,Splash Page,
RICE,3070610f-ba21-4696-8fb8-601a5d3de70a,2021-10-02,Splash Page,
RICE,84ab7322-d6b6-4376-9339-82086f613427,2021-10-02,Splash Page,
RICE,c2b2e546-535e-4d79-9524-21b93e1b1a29,2021-10-02,Splash Page,
RICE,221113a3-71c8-4ab0-a242-dda176d7c841,2021-10-02,Splash Page,
RICE,bcc37845-a1e1-4eaa-96a1-ccd3d2ecfc4e,2021-10-02,Splash Page,
RICE,d3b6808e-aecb-4971-b200-a97e7ec09779,2021-10-02,Splash Page,
RICE,867b9a5a-904c-4941-9bdb-814dd2c2a709,2021-10-02,Splash Page,
RICE,2f808431-2da3-4fb4-a22f-62dca1b9414f,2021-10-02,Splash Page,
RICE,7125ae04-b9e7-4570-8fa2-f63eeee2c26b,2021-10-02,Splash Page,
RICE,b39ff428-04a6-4026-b625-7b4286d426bf,2021-10-02,Tickets,IMAGE_WIDGET
RICE,ed06c77b-56dc-4396-948e-e2d792be5171,2021-10-02,Splash Page,
RICE,b540a3f5-94e4-4068-a744-bfc5ce83881b,2021-10-02,Splash Page,
RICE,ce076b3a-8e9d-4d0e-acc3-e8f2b3bb9807,2021-10-02,Splash Page,
RICE,80849cc9-2a35-4e89-87c7-65961fdc4baf,2021-10-02,Splash Page,
RICE,fcf50131-6fb8-426e-8d15-0430dec72f79,2021-10-02,Splash Page,
RICE,7bef9ceb-7510-40fb-b246-f081bf3bf01a,2021-10-02,Splash Page,
RICE,a091d863-7411-42a0-8a6d-8ae15c6d8635,2021-10-02,Splash Page,
RICE,ffb0677f-0629-48ee-a7b7-367b8f138bb3,2021-10-02,Splash Page,
RICE,2ab2c9e3-d2f5-4600-ac11-7a67d7a0128a,2021-10-02,Splash Page,
RICE,a193c365-6fcb-4337-ae93-d80c26923e3c,2021-10-02,Splash Page,
RICE,2da4d503-27bc-427c-87a5-6d8b46028cad,2021-10-02,Splash Page,
RICE,2c22885b-2836-4c7d-999e-a9ee64a266f0,2021-10-02,Splash Page,
RICE,f39c14d2-cfe5-4fd1-8e9c-52de28126321,2021-10-02,Splash Page,
RICE,b39ff428-04a6-4026-b625-7b4286d426bf,2021-10-02,Splash Page,
RICE,e00a6c6f-ea93-4960-886d-a2d1fa5143ff,2021-10-02,Splash Page,
RICE,dd501104-2828-4658-8f3a-ffc51f066f0f,2021-10-02,Splash Page,
RICE,a301eaa2-725d-4b8e-afe2-4b809feae1e8,2021-10-02,Splash Page,
RICE,97f22da4-42ba-45b7-af91-09a6f5478a52,2021-10-02,Splash Page,
RICE,dedeb3de-b034-4d9d-ab75-14c5f1fcc012,2021-10-02,Splash Page,
RICE,8a8ce060-8607-44b8-ab3d-632ab39fa300,2021-10-02,Splash Page,
RICE,5f2676a8-1982-47c0-891f-8301a2dbdc09,2021-10-02,Splash Page,
RICE,bb5f6510-4f0b-471e-91cb-537424328450,2021-10-02,Splash Page,
RICE,62e4e287-68bf-4839-bd97-1f9c36f58c39,2021-10-02,Splash Page,
RICE,319bd840-8c41-447c-a5f0-2fa0f0ce746c,2021-10-02,Splash Page,
RICE,879c3b9f-b2ca-4304-9247-da4494a6436a,2021-10-02,Splash Page,
RICE,ea330b7c-df40-4d09-905d-38b232218368,2021-10-02,Splash Page,
RICE,7d66da39-ac74-482c-9387-165d914eaebb,2021-10-02,Splash Page,
RICE,ce4c6df4-d673-4947-a7e1-dfcaaf1d15d3,2021-10-02,Splash Page,
RICE,5f2676a8-1982-47c0-891f-8301a2dbdc09,2021-10-02,Tickets,IMAGE_WIDGET
RICE,0ee4dba5-877f-49cd-8b5c-d35f5af1e223,2021-10-02,Splash Page,
RICE,6ec1e1a1-cad1-4274-939f-f58d60282db9,2021-10-02,Splash Page,
RICE,571dc463-59b7-454f-86ce-ac8cf7949bbe,2021-10-02,Splash Page,
RICE,2a593ec8-74c0-4c05-b6b2-d62751360f65,2021-10-02,Splash Page,
RICE,9a776ef9-6db2-4843-82f1-f30164b9256a,2021-10-02,Splash Page,
RICE,4135f33c-8691-46ec-b620-a71baa7b2eba,2021-10-02,Splash Page,
RICE,a5433ed3-bcfb-4fd2-9f6a-36d80cbbd73d,2021-10-02,Splash Page,
RICE,84bb939a-9b8e-4280-bac4-d466264bdcce,2021-10-02,Splash Page,
RICE,2a71478c-29aa-4a5c-b86c-676bd97c7dbb,2021-10-02,Splash Page,
RICE,b2935c82-f4c9-4ac3-83ef-91c3ca14454b,2021-10-02,Splash Page,
RICE,a4e027ec-a145-48af-8137-a514f2eae394,2021-10-02,Splash Page,
RICE,35281188-bfbf-4b55-b94e-4688888b5aa8,2021-10-02,Splash Page,
RICE,d3b6808e-aecb-4971-b200-a97e7ec09779,2021-10-03,Game Day,IMAGE_WIDGET
RICE,db502d08-a7c3-4508-9fe0-9412d06885cf,2021-10-02,Splash Page,
RICE,50c7beeb-fd52-4df8-9193-18b364accde3,2021-10-02,Splash Page,
RICE,0bfb7cc4-dbab-4fa8-a1d4-de30963c6332,2021-10-02,Splash Page,
RICE,00592f7c-30ce-41cd-b7bf-2293351d7e22,2021-10-02,Splash Page,
RICE,c86bb930-5eb9-419a-9aa2-7210d717e458,2021-10-02,Splash Page,
RICE,d3b6808e-aecb-4971-b200-a97e7ec09779,2021-10-03,Tickets,IMAGE_WIDGET
RICE,3c332490-4ba2-4761-9323-581791479c0f,2021-10-03,Splash Page,
RICE,ffb0677f-0629-48ee-a7b7-367b8f138bb3,2021-10-03,Splash Page,
RICE,97f22da4-42ba-45b7-af91-09a6f5478a52,2021-10-03,Splash Page,
RICE,55a3387e-e1be-4550-a01f-78212d393c96,2021-10-03,Splash Page,
RICE,e345e56d-1f22-43a2-966c-aacd1c1af033,2021-10-03,Splash Page,
RICE,c86bb930-5eb9-419a-9aa2-7210d717e458,2021-10-03,Splash Page,
RICE,ed06c77b-56dc-4396-948e-e2d792be5171,2021-10-03,Splash Page,
RICE,84ae2b61-46c7-4715-9cb3-61f8447f1c0d,2021-10-03,Splash Page,
RICE,d3b6808e-aecb-4971-b200-a97e7ec09779,2021-10-03,Splash Page,
RICE,c3010eff-b538-47aa-a7b1-9ccf9ee6eaea,2021-10-03,Splash Page,
RICE,d3b6808e-aecb-4971-b200-a97e7ec09779,2021-10-03,Game Day,IMAGE_WIDGET
RICE,d3b6808e-aecb-4971-b200-a97e7ec09779,2021-10-03,Game Day,IMAGE_WIDGET
RICE,2a593ec8-74c0-4c05-b6b2-d62751360f65,2021-10-03,Splash Page,
RICE,d3b6808e-aecb-4971-b200-a97e7ec09779,2021-10-03,More,IMAGE_WIDGET
RICE,bafc1a7d-c2ee-4805-9d58-a92fe37d8bea,2021-10-03,Splash Page,
RICE,0ee4dba5-877f-49cd-8b5c-d35f5af1e223,2021-10-03,Splash Page,
RICE,a193c365-6fcb-4337-ae93-d80c26923e3c,2021-10-03,Splash Page,
RICE,bba95803-b159-446a-8000-f056220247ec,2021-10-03,Splash Page,
RICE,2c22885b-2836-4c7d-999e-a9ee64a266f0,2021-10-03,Splash Page,
RICE,259d6d87-1f1a-401b-a85a-e45e8d0ee003,2021-10-03,Splash Page,
RICE,ca02244f-b141-4d80-9b37-56fe048bfd20,2021-10-03,Splash Page,
RICE,c3e2e941-0fa3-4d46-a71a-99ce918a209f,2021-10-03,Splash Page,
RICE,2a71478c-29aa-4a5c-b86c-676bd97c7dbb,2021-10-03,Splash Page,
RICE,b39ff428-04a6-4026-b625-7b4286d426bf,2021-10-03,Splash Page,
RICE,bb5f6510-4f0b-471e-91cb-537424328450,2021-10-03,Splash Page,
RICE,f39c14d2-cfe5-4fd1-8e9c-52de28126321,2021-10-03,Splash Page,
RICE,b2935c82-f4c9-4ac3-83ef-91c3ca14454b,2021-10-04,Splash Page,
RICE,c86bb930-5eb9-419a-9aa2-7210d717e458,2021-10-04,Splash Page,
RICE,ed06c77b-56dc-4396-948e-e2d792be5171,2021-10-04,Splash Page,
RICE,0bfb7cc4-dbab-4fa8-a1d4-de30963c6332,2021-10-04,Splash Page,
RICE,a4e027ec-a145-48af-8137-a514f2eae394,2021-10-04,Splash Page,
